Company Name,Rating
PT Emblem Asia,4.3529 out of 5
Pt multi bangun adhitama konstruksi ( MULTIKON ),4.4 out of 5
PT Tempo Inti Media Harian,4.4098 out of 5
PT Jaya Properti Indonesia,4.75 out of 5
PT ESRI Indonesia,4.5 out of 5
"PT. Surya Madistrindo (PT. Gudang Garam, Tbk)",4.4048 out of 5
PT Mikie Oleo Nabati Industri,3.5833 out of 5
PT GWS Engineering,0 out of 5
PT Nurinda,3.6667 out of 5
PT Indo CafCo,4.0833 out of 5
PT Sale Stock Indonesia,4.5217 out of 5
PT Matahari Alka,4.25 out of 5
PT Tuffindo Raya,3 out of 5
PT Diansarana Berlian Motors,3.6667 out of 5
PT Aero Systems Indonesia,4.1905 out of 5
PT David Roy Indonesia,3.4 out of 5
PT Warta Media Nusantara,0 out of 5
BVR GROUP ASIA,3.6667 out of 5
PT Asrindo Citraseni Satria,4.2857 out of 5
PT Cendana INDOPEARLS (Atlas South Sea Pearl),3.8 out of 5
PT Prospectandai Petratama,4.6667 out of 5
PT Perusahaan Industri Ceres,4.2807 out of 5
PT National Label Umas Daya Manufacture,4.6667 out of 5
PT PGN Indonesia,4.3333 out of 5
PT Gito and Son Investment,3 out of 5
PT Sinergi Daya Mitra,4.75 out of 5
PT Asuransi Jiwa Astra,4.2391 out of 5
perusahaaan nasional,4.3333 out of 5
PT Mars Symbioscience Indonesia,4.7 out of 5
Shopee Internasional Indonesia,4.3086 out of 5
PT Megah Mandiri Tour And Travel,0 out of 5
Sekolah Musik Indonesia Rungkut,4 out of 5
PT TUNAS SUMBER IDEAKREASI KIMIA,3.6 out of 5
JSIDJF - PT Vidio Dot Com,5 out of 5
PT Bangun Arta Hutama,3.4444 out of 5
PT Stampindo Lancar Jaya,4.5 out of 5
PT Arifindo Mandiri,4.2 out of 5
PT EP-TEC Solutions Indonesia,4.1667 out of 5
PT Bahana Genta Viktory,3.6 out of 5
PT Minamas Gemilang,4.129 out of 5
PT Shinta Indah Jaya (Shinta Group),4 out of 5
PT.Feng Tay,4.6667 out of 5
PT Mitra Garindo Perkasa,4.5 out of 5
PT Malindo Intitama Raya,3.6667 out of 5
Eva Bun Wedding Gallery,2.6667 out of 5
PT Alumindo Light Metal Industry,4 out of 5
InternetSlim,5 out of 5
PT.Musimas,4.8333 out of 5
PT.TRINUNGGAL KOMARA,3 out of 5
Metro Putera Prima,4 out of 5
"Kantor Akuntan Publik Djoko, Sidik & Indra",4 out of 5
Hotel Ibis Arcadia,4.5 out of 5
Martha Tilaar Salon Day Spa,4.5714 out of 5
PT Inoveit Mitra Utama,4 out of 5
PT RUMA-ARISAN MAPAN,4.3333 out of 5
Bank Maybank Indonesia (d/h BII),4.1087 out of 5
PT Talian Infodinamika,3.25 out of 5
Mutiara Property,3.5 out of 5
PT SSI Solusi Sekuriti Indonesia,4.6667 out of 5
PT Bina San Prima (Sukabumi),0 out of 5
PT Daewoo Logistics Asia,4.25 out of 5
PT Usaha Jayamas Bhakti,3.8571 out of 5
"Persek. Purwantono, Suherman, Surja Consult",4.3636 out of 5
PT Mizan Media Utama,4.6 out of 5
PT Tracon Industri,4.375 out of 5
WY - General Contractor & Consultant,3.6 out of 5
PT Golden Westindo Artajaya,2.5 out of 5
PT Patra Telekomunikasi Indonesia,4.3333 out of 5
Salon Christopher,4 out of 5
PT ISS Indonesia (ISS GROUP),5 out of 5
CV. Karya Mandiri,4.4 out of 5
PT Trifa Raya Laboratories,3.2857 out of 5
Bank Perkreditan Rakyat Muria,0 out of 5
Badan Nasional pencarian & pertolongan (Basarnas),4 out of 5
PT Duta Griya Sarana (DGS) Medan,0 out of 5
PT. AZTECH PANDU PERSADA,5 out of 5
Baru Toserba,4.5 out of 5
Karir bank bca,4.9286 out of 5
PT Harindo Multitama,3 out of 5
mitsubishipulogadung,4.6667 out of 5
PT Samugara Artajaya,3.75 out of 5
PT Tugu Reasuransi Indonesia,3.7368 out of 5
PT Duta Abadi Primantara (Surabaya),3.4 out of 5
PT Indopacific Nusantara,4.4 out of 5
PT Olympic Bangun Persada,3.8 out of 5
CV Inaura Anugerah,4 out of 5
PT QN International Indonesia,2.6667 out of 5
PT Dachin Etech Global,4.75 out of 5
PT Fullmoon Jaya Abadi,4.3333 out of 5
PT Bhumi Mahardika Jaya (Resinda Hotel),4.75 out of 5
Sinarmas Land,4.2619 out of 5
Salesworks Indonesia,4.0678 out of 5
PT Solusi Baru Jaya/New Frontier Solutions PTE. LTD,5 out of 5
PT Grand Kartech,4.0208 out of 5
Logivar,4.5 out of 5
PT Central Mega Kencana,4.1064 out of 5
PT Promosi Powerindo Abadi,4 out of 5
Raz Hotel,3.6667 out of 5
Perusahaan lokal,4 out of 5
PT Multi Anugerah Makmur,2.8 out of 5
PT .GLOBAL BINTANG TIMUR EXPRESS,5 out of 5
PT. BORNEO KARYADAYA EKSPANSINDO,3 out of 5
PT MTU Indonesia,4.5 out of 5
Aston Pluit Hotel,5 out of 5
PT Mega Global Food Industry (KOKOLA GROUP),3.6957 out of 5
PT KEMIRA CHEMICALS INDONESIA,3.6 out of 5
PT Astra Daihatsu Motor Lampung,0 out of 5
PT Hewlett Packard Indonesia,4.5909 out of 5
PT Ziar Nidaul Haramain,4 out of 5
PT Makto Fintek Teknologi (Kedoya),4.75 out of 5
PT Finaccel Finance Indonesia,4.6667 out of 5
Bank BTPN Yogyakarta,4.4444 out of 5
Yayasan Az-Zikra,3.5 out of 5
PT Jakadara Aircraft Services,3.5 out of 5
PT Cakrawala Citramega Multifinance,3.3333 out of 5
PT Tri Mandiri Selaras,4 out of 5
PT Maspion 1,4.6667 out of 5
PT Aplaus Duta Kreasi,4 out of 5
PT Nachindo Tape Industry,4.3333 out of 5
PT KTC Coal Mining & Energy,3.25 out of 5
PT Teknologika Integrator Indonesia,4.375 out of 5
PT Andalan Terampil Multisiss,2 out of 5
PT Datacom Solusindo,3.6667 out of 5
PT Qtera Mandiri,4.0833 out of 5
rumah sakit jakarta medical center,4 out of 5
"Sinosteel Equipment & Engineering Co., Ltd.",5 out of 5
PT HPAI,4.3333 out of 5
PT Pratama Graha Semesta,2.5714 out of 5
Toko Sepatu Grosir,4.25 out of 5
PT Sawana Internusa Propertindo,3.375 out of 5
PT Centra Lingga Perkasa,4.25 out of 5
PT Raspari Granitonusa,3 out of 5
PT Infosys Solusi Terpadu,4.6667 out of 5
PT JAYA FARMA DUTA KENCANA,5 out of 5
PT Kabulinco Jaya,4.1667 out of 5
PT ARENA AGRO ANDALAN,4 out of 5
PT Atlantic Ocean Paint,4 out of 5
PT Tunas Perkasa Tekindo,4 out of 5
PT Mitra Karya Manufaktur Bandung,0 out of 5
PT Sun Artha Putra Mandiri,5 out of 5
PT Golden Kreasi Inova,4 out of 5
KONTRAKTOR UMUM,4.3333 out of 5
PT.TAKADELI INDONESIA,2.6667 out of 5
PT Xybase Indonesia,3.75 out of 5
BELUM ADA KERJA,2.6667 out of 5
PT Jaya Real Property Tbk,4.1186 out of 5
PT SARANA BELANJA TEKNOLOGI,4.5 out of 5
PT Nabati kaldu Majalengka,4 out of 5
PT Mitrais,4.4314 out of 5
PT Super Graha Makmur,3.3333 out of 5
PT Singa Mas Mandiri,4 out of 5
PT Hillconjaya Sakti,4.5714 out of 5
PT Pabrik Kertas Tjiwi Kimia Tbk,4.1139 out of 5
PT Quantum Jobs,4.5 out of 5
PT Prima Yasa Banguntama,4.6667 out of 5
PT. THREE STARS LOGISTICS,5 out of 5
PT Camiloplas Jaya Makmur,4.5 out of 5
Hestia Connecting Hotel,3.6 out of 5
PT JTEKT Indonesia,4.0889 out of 5
PT Adindo Hutani Lestari,3.75 out of 5
PT.softexindonesia,4.1395 out of 5
Yanks & Brits,4.5 out of 5
SOECHI GROUP,3.7143 out of 5
Lorin Sentul Hotel,4.6 out of 5
Agro wana lestari,4 out of 5
PT Indoseiki Metalutama,3.375 out of 5
PT Padmatirta Wisesa,4.0719 out of 5
PT Tripilar Humanika Sejahtera,4.5 out of 5
PT. BUMI SEMESTA MEDIA,3.5 out of 5
Pacific Digital Network - PT FWD Life Indonesia,4.3636 out of 5
PT Tesena Inovindo,4.5 out of 5
PT Gita Solo,3.5 out of 5
PT Wilson Walton Indonesia,2.5 out of 5
PT Digital Mind System,3.1111 out of 5
PT Sarimelati Kencana (PHD - Surabaya),4.6154 out of 5
PT DAEHAN GLOBAL,4.25 out of 5
PT SUKANDA DJAYA (Surabaya Experienced Candidates),3.75 out of 5
Kilo Kitchen,4.5 out of 5
PT Megah Sembada Industries,3.3333 out of 5
PT Kharisma Mitra Sejahtera,0 out of 5
PT Kuta Cemerlang Bali Jaya (KCBJ Tours),5 out of 5
PT. Alum Central Mandiri Lestari,3.75 out of 5
PT BFI Finance Indonesia Tbk Solo,4 out of 5
PT Intitrans Makmur Kencana,3.1667 out of 5
PT Telekomunikasi Indonesia Tbk (Div. Telkom Flexi),4.4118 out of 5
PT Katsushiro Indonesia,4.7391 out of 5
PT. CNC Nusantara Cemerlang,4.1667 out of 5
PT Belengkong Mineral Resources,4.3333 out of 5
PT Holcim Indonesia Tbk,4.4783 out of 5
PT Lee Cooper Indonesia,4.0476 out of 5
idn times,4.5 out of 5
PT Gunung Semesta Elektrika,3 out of 5
PT. Samsung Electronics Indonesia,4.619 out of 5
Bank Pembangunan Daerah Sumatera Utara (PT. Bank Sumut),4.5 out of 5
PT.EAGLE HIGH PLANTATION,4 out of 5
PT MNC Sky Vision- Palembang,4.5 out of 5
PT Abadi Tambah Mulia Internasional,3.8 out of 5
PT Raja Prima Sumatera,4.6 out of 5
PT.PUNINAR ANJI NYK LOGISTICS INDONESIA,4.4444 out of 5
PT Elven Digital Indonesia,4 out of 5
"PT Clipan Finance Indonesia, Tbk",4.1605 out of 5
PT Lentice Solution,3.3333 out of 5
Hotel Sheraton Bandara,4.375 out of 5
PT Wifgasindo Dinamika Instrument Engineering,4.1429 out of 5
PT Sinar Niaga Sejahtera,4.1379 out of 5
PT Pabrik Kertas Noree Indonesia,4 out of 5
PT SEMERU TEKNIK,3.6667 out of 5
JSI Group,4.3333 out of 5
PT FSCM MFG INDONESIA,4.6 out of 5
Umalas Kids Club,3 out of 5
PT Asmin Koalindo Tuhup (AKT),4.1111 out of 5
PT Murti Cahaya Wirasaba,5 out of 5
PT Estica International (Surabaya),2.6667 out of 5
PT PURI MATAHARI,4.5 out of 5
PT CEVA LOGISTIK,4.5 out of 5
PT Tirta Sukses Perkasa,4.0714 out of 5
PT Titis Sampurna,4.6 out of 5
PT Aneka Star,4.5 out of 5
PT JFE Shoji Steel Indonesia,4 out of 5
Pt panasonic (pergi),4.2 out of 5
PT Kencana Label Industri,3.5 out of 5
PT Asia Outsourcing Services (Yogyakarta),4 out of 5
"PT,Nestle Indonesia",4.5714 out of 5
PT Yamaha Musical Product Indonesia,4.6786 out of 5
PT Nitori Furniture Indonesia,4.6333 out of 5
PT Indoliziz Marine,4.5 out of 5
CANARA GROUP,3.3333 out of 5
PT Ciptamas Bumiselaras,3.875 out of 5
PT Timurraya Karya Mandiri,3.5 out of 5
PT CHINT Indonesia,3.5 out of 5
PT Firman Indonesia,4.0909 out of 5
PT Sarinah (Persero),4.4 out of 5
PT Multi Mediacipta Mandiri Komunikasi (M3KOM),3.8182 out of 5
"PT Indo Straits,Tbk",4 out of 5
Hermes Palace Hotel,5 out of 5
PT Hyundai Motors Indonesia,4.5 out of 5
CV Haza Sarana Kreasi,3.5 out of 5
PT .EPSON INDONESIA,5 out of 5
PT. Lingkar Jaya Ekspres,4 out of 5
AXA FINANCIAL INDONESIA PT,4.2 out of 5
PT. Tah Sung Hung,4.1 out of 5
PT Semunai Sawit Perkasa,2 out of 5
Pt .mayora indah tbk.,4 out of 5
PT.SOFTEX.INDONESIA,4.3889 out of 5
Finna Golf and Country Club Resort,0 out of 5
PT Satu Tambah Satu,4.2857 out of 5
PT Mahaka Media Tbk,3 out of 5
Driver gojek,4.8333 out of 5
PT. Hyundai Motor Manufacturing Indonesia,3 out of 5
Mall Ramayana,4.5 out of 5
Nurul Ilmi School,3.5 out of 5
PT Global Sukses Solusi,0 out of 5
PT Duta Intika ( Kawasaki ),0 out of 5
PT Cosmeticindo Slimming Utama,4.25 out of 5
PT Plasticon Trijaya,4 out of 5
PT Archipelago Strategic Solution (ArchiSS),4.5 out of 5
PT Garskin Indonesia,3.6667 out of 5
PT HONDA AHM,4.6667 out of 5
PT McDermott Indonesia (Batam),4.7273 out of 5
PT tkwang industri,4.6667 out of 5
PT Haier Sales Indonesia,4.16 out of 5
PT Algolab Solution,4.1667 out of 5
PT Intersoft Solutions,2.2143 out of 5
RSIA Ferina,2 out of 5
PT. INERSIA MULTI PRATAMA,4 out of 5
PT Luckland Construction Indonesia,4.6667 out of 5
PT Menaravisi Tour & Travel ( Varawedding ),4.6 out of 5
P.T DENSO INDONESIA,4 out of 5
PT Nippon Indosari(Sari Roti),4.8333 out of 5
PT Basuki Pratama Engineering,3.3636 out of 5
JNT EPREES,4.25 out of 5
PT Manda Putra Nusantara,5 out of 5
PT Interbat (Sidoarjo),4.6667 out of 5
PT Probesco Disatama,3.375 out of 5
PT Executrain Nusantarajaya,4.3333 out of 5
Belom pernah bekerja,3.6667 out of 5
PT Sumber Tirtahokindo,3.5 out of 5
PT Hardware (HW),3.6667 out of 5
shopeeindonesia,4.7143 out of 5
PT Paron Indonesia .(KAIZA),4 out of 5
PT Sri Indah Labetama,4.6 out of 5
PT Inhil Sarimas Kelapa ( Riau),0 out of 5
PT Suma Adikarya Cemerlang,4 out of 5
PT. Terus Jaya Bersama (TJ BROS),3 out of 5
PT Astra International Tbk (Daihatsu Semarang),3.5 out of 5
PT Eco green LVD Indonesia,4.6667 out of 5
Dinas Komunikasi Informatika dan Statistik,5 out of 5
PT VICTORY RETAILINDO,4.5 out of 5
PT MENDENG UTAMA,4.5 out of 5
PT Crestec Indonesia,4.4 out of 5
PT Simpatindo Multi Media (Malang),3.4286 out of 5
PT Aman World Logistics,3.4 out of 5
PT.MAJAPAHIT CIPTA MANDIRI,3.75 out of 5
PT Matahari Putra Prima ( Surabaya ),4.1429 out of 5
PT Megayasa Teknologi Indonesia,4 out of 5
HRD pertamina,4 out of 5
Mega Finance Multiguna,3 out of 5
PT. Tirta Alam Segar (Industri Produk Makanan & Minuman),4.1667 out of 5
PT Draco Internasional,4.25 out of 5
PT Hankook Casting Indonesia,0 out of 5
Bali Tropic Resort & Spa,0 out of 5
Maxine Photography & Video Art,5 out of 5
PT Cahaya Pundimas Indonusa,4.75 out of 5
"PT Industri Jamu Dan Farmasi Sido Muncul, Tbk",4.2 out of 5
CV. Citra Pangan Sejahtera,3.3333 out of 5
PT JOENOES IKAMULYA,4.4568 out of 5
hoka-hoka bento,4 out of 5
PT Printech Prakarsa Mandiri,3.6667 out of 5
PAPPAJACK,3 out of 5
PT Sinergi Integra Services,4.4167 out of 5
PT Perfetti Van Melle Indonesia,4.4872 out of 5
PT Broadcast Media Group,0 out of 5
PT IKSA MEDIA INDONESIA,4.6667 out of 5
PT Mitsubishi Tanabe Pharma Indonesia,4 out of 5
PT ACE Life Indonesia,4.6667 out of 5
PT Jarosite,4.6 out of 5
PT AJINOMOTO GRUP OF INDONESIA,4 out of 5
PT Vivo Mobile Cirebon Berjaya,4.6667 out of 5
PT Arah Dunia Televisi,4 out of 5
PT Moladin Digital Indonesia,4.5 out of 5
PT. Salam pasifik indonesia lines,4.3333 out of 5
PT Meindo Elang Indah,4.0294 out of 5
PT Truba Jaya Engineering,4.2717 out of 5
PT. Coca-Cola Indonesia,4.24 out of 5
PT YAMAHA INDONESIA MOTOR MGF,4.8571 out of 5
PT Jumway Group Indonesia,2.8 out of 5
PT Invosa Systems,4.2857 out of 5
pt. multi garmenjaya (cardinal),4.6 out of 5
PT Widatra Bhakti,3.9412 out of 5
PT Kresna Reksa Finance Bandung,4 out of 5
PT KRESNA REKSA FINANCE (SMD1),4.5 out of 5
Wira swasta,4.2 out of 5
PT TD AUTOMOTIVE COMPRESSOR INDONESIA,4.9048 out of 5
PT. Geoservices,4.093 out of 5
PT Pelangi Elasindo,3.6667 out of 5
PT Optik Tunggal Sempurna,4.2 out of 5
PT.BINTANG TOEDJOE TBK PULOGADUNG,5 out of 5
PT. Sebastian Citra Roti'O,4.3182 out of 5
PT.bank centrak asia tbk,4.75 out of 5
PT Graha Foobe Kreasi,5 out of 5
International Global Network,5 out of 5
PT ASIA SAWIT MAKMUR JAYA,4.6667 out of 5
PT Nusantara Indah (Banjarmasin),3.6667 out of 5
PT Midi Utama Indonesia Surabaya ( Alfamidi ),3.9545 out of 5
PT Praba Indopersada,0 out of 5
PT Industri Dagang Kadanka Utama,3.5 out of 5
PT. Bobobox Mitra Indonesia,4.4286 out of 5
Universitas Syiah Kuala (Unsyiah),4.5 out of 5
PT Enplas Indonesia,4 out of 5
PT Satelit Sriti,3.75 out of 5
"PT Malindo Feedmill,Tbk",3.8387 out of 5
PT Jati Indah Permai,4 out of 5
PT Runding Putra Persada,4.125 out of 5
PT Lionmesh Prima Tbk,0 out of 5
PT Kreatif Media Karya,4.1667 out of 5
MR& Partners - Legal & Business Consulting Group,4 out of 5
PT Aneka Sentratama Cahaya Optima (ASCO),5 out of 5
PT Elleair International Manufacturing,4.3333 out of 5
PT Indomarco Adi Prima Cabang Yogyakarta,3.5 out of 5
PT Gamma Persada Solusindo,3.5 out of 5
Pt. Duta cipta pakarperkasa,3 out of 5
PT Betawimas Cemerlang,3.8571 out of 5
PT Tiki Jalur Nugraha Ekakurir (Tiki JNE),4.5625 out of 5
PT. CIPTA ARTHA NADYA,4.25 out of 5
"PT.Mitra Adi Perkasa (MAP),tbk",4.6842 out of 5
PT Tokarindo Citrainti,4.3333 out of 5
PT Tato Decovisign,4.5 out of 5
PT. YOFC INTERNATIONAL INDONESIA,3.3333 out of 5
PT Binaguna Adi Sejahtera,0 out of 5
PT Anindo Perkasa Abadi,4.5 out of 5
PT Prudential Life Assurance,4.3889 out of 5
PT.SOKONINDO AUTO MOBILE,4 out of 5
Pt alfa grup,3 out of 5
goodr.c3,5 out of 5
PT Wijaya Karya Komponen Beton,4.3333 out of 5
Briton International English School,3.625 out of 5
PT INDONESIA EPSON INDUSTRY . PT SKYWORHT INDUSTRY INDONESIA . PT KEIHIN INDONESIA,4.6531 out of 5
PT Djojonegoro C-1000,4 out of 5
Solo Radio 92.9 FM,4.1667 out of 5
PT Perusahaan Pelayaran Nusantara Panurjwan,4.7143 out of 5
PT Hankyu Hanshin Express Indonesia,4.6667 out of 5
PT . coca cola amatil indonesia,4.1 out of 5
PT Oleochem & Soap Industri,5 out of 5
"PT BFI Finance Indonesia, Tbk Surabaya",4.3333 out of 5
The Excelton,5 out of 5
JSIDJF - PT Kimia Farma (Persero) Tbk,4.6667 out of 5
PT Mega Komputindo Lestari,4.5 out of 5
PT Unggul Widya Teknologi Lestari,4 out of 5
PT. INDOCITRA LOGISTICS EXPRESS,4 out of 5
PT. EOS Teknologi Indonesia,3 out of 5
PT Otto Pharmaceutical Industries (Setra),4.25 out of 5
Medisata Global Solusi,3.6667 out of 5
smk 2 bekasi,5 out of 5
PT Arvirotech Engineering Konsultan,5 out of 5
PT Prima Edu Pendamping Belajar,4.5 out of 5
PT Wisnu Ananda Lestari,4 out of 5
PT Berca Carrier Indonesia,4.5714 out of 5
PT.SATRIA ALAM MANUNGGAL,4 out of 5
PT Eden Pangan Indonesia,4 out of 5
CV Yrama Widya,3.6667 out of 5
Explora Digital Printing,3.3333 out of 5
PT Media Innity,4.7143 out of 5
Medan Independent School,4 out of 5
PT sumber Alfaria jaya tbk,4.1667 out of 5
PT. Albea Rigid Packaging Surabaya.,4.5 out of 5
PT Mustika Petrotech Indonesia,4 out of 5
Perusahaan dirahasiakan,3 out of 5
PT Indo Fin Tek,4 out of 5
PT. SURGANYA MOTOR INDONESIA,4.12 out of 5
PT.Dirgantara Indonesia (Persero),4.375 out of 5
PT. KALVENTIS SINERGI FARMA (A Kalbe Company),4.8125 out of 5
Koperasi kozero,3.7143 out of 5
PT Ducon Tetrablok Indonesia,3.6 out of 5
PT HK Realtindo,4 out of 5
J&t exspres,4.5 out of 5
PT Indo Electric Instruments,4.3333 out of 5
PT. Kimia Farma Plant. Jakarta,5 out of 5
Braga Permai,4 out of 5
PT. Citra Shipyard Batam,4 out of 5
"PT Bank JTrust Indonesia, Tbk",4.0444 out of 5
Ramayana deptstore,4 out of 5
HappyFresh,4.6667 out of 5
PT Nusantara Sakti Group(Semarang),3.8049 out of 5
PT Digital Commerce Indonesia,4.0769 out of 5
PT Magna Transforma Utama,4 out of 5
Grand Candi Hotel,4.3333 out of 5
PT. Pinago Utama Tbk,4.25 out of 5
CV. PRISMA CAHYATAMA MANDIRI,3.6667 out of 5
PT.mayora indak tbk,4 out of 5
PT Multi Optimal Roda Internusa,3.375 out of 5
PT Fast Retailing Indonesia,4.3953 out of 5
PMA,4 out of 5
PT Moonlay Technologies,4.125 out of 5
PT Indofood Sukses Makmur Tbk Divisi Bogasari,4.6 out of 5
PT Sani Tiara Prima,4.5 out of 5
PT. infomedia Nusantara (Telkom Group),4.75 out of 5
PT Bina Citramas Nusantara,3.75 out of 5
Universitas Kristen Satya Wacana Salatiga,4.3333 out of 5
PT MATAHARI PUTRA TBK,3.6667 out of 5
PT Smoore Technology Indonesia,5 out of 5
PT Solnet Indonesia,4.3333 out of 5
PT PaninDai-Ichi Life,4.3333 out of 5
PT Kokindo Tropical Springs,3.75 out of 5
PT Cahaya Harapan Satya Printing,4.1667 out of 5
PT.JS JAKARTA CILEUNSI BOGOR,4 out of 5
CV. SUKSES KARYA YESSIKA,4 out of 5
PT 3M Indonesia,4.3684 out of 5
PT Indocipta Hasta Perkasa,3.2 out of 5
PT Prima International Cargo,3.75 out of 5
PT. DAIKIN AIRCONDITIONING,4.6667 out of 5
PT Liza Christina,0 out of 5
Jm Grup,4.5 out of 5
PT Muara Alam Sejahtera,3.5 out of 5
Work Elves Pte Ltd,4 out of 5
PT. Ciplasindo Makmur Sejahtera,5 out of 5
PROGRESS STUDY CONSULTANCY,4.5 out of 5
PT.MMS/PT.SNS/PT.GAKA/PT.GAW,4.5 out of 5
Asosiasi Penyelenggara Jasa Internet Indonesia,4.25 out of 5
PT Dian Pandu Pratama,3.5 out of 5
PT APL Logistics,4.3061 out of 5
PT Cita Mulia (Parahita Diagnostic Center),3.5455 out of 5
Sarulla Operations Ltd.,4.7 out of 5
PT Indogal Agro Trading,3.6667 out of 5
Edlink Connex ( Regional ),0 out of 5
PT. Telekomunikasi Indonesia Internasional,4.3333 out of 5
PT Rama Emerald Multi Sukses,4.3333 out of 5
PT Kamigumi Indonesia,4 out of 5
PT Aerofood Indonesia (Garuda Indonesia Group),4.378 out of 5
"Ahm,astra honda motor",5 out of 5
PT Sanmina-SCI Batam,4.9 out of 5
PT Mono Flip Global,1 out of 5
PT Taihei Dengyo Indonesia,4.4286 out of 5
PT Sido Agung Alumi,2.4545 out of 5
PT Asuransi Jiwa Manulife Indonesia,4.0952 out of 5
PT Bank Danamon Indonesia ( Danamon Simpan Pinjam ),4.24 out of 5
PT Nusantara Citra Konsultan,4 out of 5
(PT Yamaha Motor Manufacturing West Java),4 out of 5
PT Mega Finance,3.8372 out of 5
PT Anugerah Langkat Makmur,4.7143 out of 5
PT Fajarindo Faliman Zipper,4 out of 5
Pt.tirta alam sari,4.6667 out of 5
PT. ANAM SINERGI INDONESIA SATU,4.6667 out of 5
PT Telkom Indonesia (Persero) Tbk (Telkom),4.5517 out of 5
"Pt. Fastfood indonesia, Tbk (KFC INDONESIA )",4.6667 out of 5
PT Dunia Marine Internusa,3.5 out of 5
PT Mulia Raya Agrijaya,3.8571 out of 5
PT Henkel Indonesien,4.75 out of 5
PT RUBBER PAN JAVA BREBES,3.6667 out of 5
Cipta Karya Salemba,4 out of 5
PT Toyo Besq Precision Parts Indonesia,4.6667 out of 5
PT Indonesia Stanley Electric,4.1471 out of 5
PT Bernofarm Phamaceutical,4.2632 out of 5
PT Powerindo Prima Perkasa,4.2273 out of 5
PT Centratama telekomunikasi Indonesia,4 out of 5
PT.RPT,4.5 out of 5
PT Borneo Rotating Pratama,3.5 out of 5
"PT Bank Sinarmas, Tbk",4.1004 out of 5
CARTENZ GROUP,4 out of 5
Pisa Kafe Surabaya,4 out of 5
PT Pasti Maju Terus,5 out of 5
WAREHOUSE packing,4 out of 5
PT Asuransi Jiwa Adisarana Wanaartha,4.3125 out of 5
PT Furnilac Primaguna,4 out of 5
PT Hasta Perkasa Utama,4.6667 out of 5
PT Global Visi Media,4 out of 5
PT Vision Ease Asia,4.0476 out of 5
ISS Indonesia Surabaya,4.6 out of 5
PT. Hwa Seng Indonesia,4.5385 out of 5
Pt MIDI Indonesia Utama tbk,4.4286 out of 5
PT Abadi Unggul Electronics ( VIVO Jakarta ),4.2 out of 5
PT Sinar Niaga Sejahtera (Distributor Garudafood),4.0505 out of 5
PT Bungasari Flour Mills Indonesia,4.0345 out of 5
PT Raja Besi Semarang,3.6667 out of 5
PT Dofun Technology Indonesia,5 out of 5
PT Aries Centaurus,0 out of 5
PT Gistex,3.9333 out of 5
PT Wahana Kemalaniaga Makmur,5 out of 5
PT Artha Trimitra Expotama,3 out of 5
PT Nuansa Timur Lestari,3.6 out of 5
PT Pan Pacific Nesia ( Subang ),5 out of 5
FAZZFINANCIAL GROUP,2.5 out of 5
PT Krazu Nusantara,5 out of 5
PT Lubana Sukses Abadi,4.3333 out of 5
PT Tajima Putera Garmindo,3.4 out of 5
Sarana Doga Lestari,2.5 out of 5
PT MAP AKTIF ADIPERKASA,4.3385 out of 5
